"","Viv1","Viv2","Viv3","Hfd1","Hfd2","Hfd3"
"ENSMUSG00000020900",460,302,610,285,246,290
"ENSMUSG00000018736",747,588,726,720,577,788
"ENSMUSG00000046490",2,3,0,3,0,2
"ENSMUSG00000060938",936,757,745,557,660,626
"ENSMUSG00000088910",0,0,0,0,0,0
"ENSMUSG00000032921",0,0,0,0,0,0
"ENSMUSG00000052921",209,137,160,123,145,184
"ENSMUSG00000018740",32,9,9,11,13,17
"ENSMUSG00000032892",0,0,0,0,0,0
"ENSMUSG00000020899",180,77,183,137,162,168
"ENSMUSG00000092727",0,0,0,0,0,0
"ENSMUSG00000084522",0,0,0,0,0,0
"ENSMUSG00000020898",146,93,107,140,164,192
"ENSMUSG00000020897",7,2,6,14,8,8
"ENSMUSG00000072809",7,0,4,1,6,3
"ENSMUSG00000045176",127,77,105,84,129,109
"ENSMUSG00000020895",24,17,22,20,26,18
"ENSMUSG00000064899",6,8,5,1,4,7
"ENSMUSG00000084069",0,0,0,0,0,0
"ENSMUSG00000088787",0,0,0,0,0,0
"ENSMUSG00000020894",413,274,297,305,335,350
"ENSMUSG00000020893",329,209,586,392,526,487
"ENSMUSG00000090920",1,0,1,1,0,0
"ENSMUSG00000023781",1,2,0,0,4,0
"ENSMUSG00000020892",0,1,1,1,0,0
"ENSMUSG00000032807",0,0,0,0,0,0
"ENSMUSG00000020891",0,1,0,0,0,0
"ENSMUSG00000020890",0,0,0,0,0,0
"ENSMUSG00000089438",0,0,0,0,0,0
"ENSMUSG00000087003",0,0,0,0,0,0
"ENSMUSG00000032782",131,63,99,93,105,88
"ENSMUSG00000049299",565,398,530,436,509,461
"ENSMUSG00000018470",6,4,3,6,7,8
"ENSMUSG00000086900",0,0,0,0,0,0
"ENSMUSG00000043419",14,11,26,10,9,10
"ENSMUSG00000018474",2938,1987,2973,1356,1386,2044
"ENSMUSG00000087881",4,0,1,2,2,2
"ENSMUSG00000091095",1,0,1,0,1,1
"ENSMUSG00000044795",149,69,126,95,69,111
"ENSMUSG00000059278",327,259,294,232,269,269
"ENSMUSG00000045377",66,31,47,48,61,47
"ENSMUSG00000018476",339,226,478,227,261,409
"ENSMUSG00000085178",2,2,1,0,2,1
"ENSMUSG00000005237",8,3,9,5,6,4
"ENSMUSG00000086591",3,2,5,3,4,1
"ENSMUSG00000003934",3,2,1,1,1,1
"ENSMUSG00000041346",187,95,147,140,136,144
"ENSMUSG00000059552",306,210,276,225,273,256
"ENSMUSG00000041329",12,3,5,0,10,3
"ENSMUSG00000005202",0,0,0,0,0,0
"ENSMUSG00000069835",182,169,146,150,179,161
"ENSMUSG00000083485",0,0,0,0,0,0
"ENSMUSG00000083300",0,0,0,0,0,0
"ENSMUSG00000018765",795,545,884,588,816,698
"ENSMUSG00000080573",0,0,0,1,0,0
"ENSMUSG00000041287",1,0,0,0,0,0
"ENSMUSG00000018761",1345,853,1042,1321,1449,1411
"ENSMUSG00000088752",0,0,0,0,0,0
"ENSMUSG00000018774",247,198,228,305,328,295
"ENSMUSG00000059796",1584,1074,1371,1114,1552,1274
"ENSMUSG00000065862",0,0,0,0,0,0
"ENSMUSG00000089542",3,5,5,2,3,1
"ENSMUSG00000084708",0,0,0,0,0,0
"ENSMUSG00000005204",579,385,486,450,534,511
"ENSMUSG00000085890",6,5,5,5,12,7
"ENSMUSG00000018752",95,68,112,129,135,149
"ENSMUSG00000089669",5,1,3,8,3,12
"ENSMUSG00000081333",0,0,0,0,0,0
"ENSMUSG00000005198",1239,592,1056,1043,1100,1216
"ENSMUSG00000018776",0,0,1,1,0,1
"ENSMUSG00000018750",430,233,296,365,340,368
"ENSMUSG00000041189",7,2,2,3,12,12
"ENSMUSG00000042826",11,5,11,11,16,10
"ENSMUSG00000089876",143,116,167,102,181,139
"ENSMUSG00000044084",0,0,0,0,0,0
"ENSMUSG00000041165",1,0,0,0,0,0
"ENSMUSG00000051790",47,40,44,44,65,44
"ENSMUSG00000070394",1564,1363,1513,919,1082,1018
"ENSMUSG00000019461",95,60,91,74,111,108
"ENSMUSG00000001583",1,1,3,0,2,0
"ENSMUSG00000046731",38,22,29,39,56,56
"ENSMUSG00000001588",29,27,34,42,36,45
"ENSMUSG00000018570",3,1,2,2,4,2
"ENSMUSG00000047284",470,259,473,310,332,327
"ENSMUSG00000023170",259,193,278,242,247,234
"ENSMUSG00000078812",5079,3009,4421,3163,3554,3389
"ENSMUSG00000018554",1,0,0,0,0,1
"ENSMUSG00000018566",3,0,2,15,42,21
"ENSMUSG00000084251",0,0,0,0,0,0
"ENSMUSG00000018569",5,4,5,5,7,6
"ENSMUSG00000018565",505,274,387,358,416,411
"ENSMUSG00000018559",672,413,506,497,594,546
"ENSMUSG00000018567",4696,3575,4173,3789,4500,4251
"ENSMUSG00000018572",299,235,440,241,346,316
"ENSMUSG00000020888",68,67,76,51,70,80
"ENSMUSG00000018574",5516,3717,4525,3633,4518,3950
"ENSMUSG00000065534",0,0,0,0,0,0
"ENSMUSG00000020886",21,10,10,24,18,24
"ENSMUSG00000020884",12249,7727,10035,9071,11147,10170
"ENSMUSG00000040963",4624,2833,3971,2841,3669,3469
"ENSMUSG00000081515",0,0,0,1,0,0
"ENSMUSG00000040950",0,1,1,1,3,2
"ENSMUSG00000000318",10,7,3,5,13,6
"ENSMUSG00000040938",182,146,125,246,230,241
"ENSMUSG00000044367",53,29,28,59,98,90
"ENSMUSG00000000317",67,33,16,70,40,57
"ENSMUSG00000070109",0,0,0,0,0,0
"ENSMUSG00000065411",0,0,0,0,0,0
"ENSMUSG00000020831",5,2,5,2,7,8
"ENSMUSG00000040904",1051,728,987,873,1070,985
"ENSMUSG00000000320",14,9,6,3,8,9
"ENSMUSG00000018907",0,0,0,0,1,1
"ENSMUSG00000018924",0,3,2,5,2,1
"ENSMUSG00000082145",65,50,61,58,63,52
"ENSMUSG00000018921",239,143,201,195,233,212
"ENSMUSG00000082370",0,0,0,0,0,0
"ENSMUSG00000080814",1,0,0,0,0,0
"ENSMUSG00000060216",302,213,269,208,285,249
"ENSMUSG00000018923",158,95,169,169,163,146
"ENSMUSG00000018920",221,128,207,174,221,216
"ENSMUSG00000040829",70,42,71,56,75,68
"ENSMUSG00000018919",1,0,0,2,2,1
"ENSMUSG00000020830",83,51,78,32,59,38
"ENSMUSG00000081690",0,0,1,0,0,0
"ENSMUSG00000046811",1281,779,1131,694,881,802
"ENSMUSG00000018286",2705,1913,2202,1777,2049,2002
"ENSMUSG00000072768",0,0,1,0,0,0
"ENSMUSG00000020828",164,94,116,130,149,133
"ENSMUSG00000020827",1251,764,1166,837,933,1034
"ENSMUSG00000086976",1,0,0,0,0,1
"ENSMUSG00000014609",4,2,2,5,4,4
"ENSMUSG00000087279",0,0,1,0,0,0
"ENSMUSG00000085952",2,0,1,3,0,2
"ENSMUSG00000050675",19,16,13,6,6,13
"ENSMUSG00000014606",1754,1073,1346,1450,1492,1543
"ENSMUSG00000040746",987,622,904,789,811,917
"ENSMUSG00000018293",3268,2262,2784,2694,3394,2764
"ENSMUSG00000087523",8,8,10,7,9,7
"ENSMUSG00000060600",89,64,80,66,86,70
"ENSMUSG00000018287",666,403,527,446,552,498
"ENSMUSG00000040712",610,377,550,341,471,469
"ENSMUSG00000057054",351,275,249,197,220,211
"ENSMUSG00000020821",6930,4476,6743,5060,5911,6478
"ENSMUSG00000085502",3,0,1,4,0,0
"ENSMUSG00000082983",0,0,0,0,2,1
"ENSMUSG00000076232",0,0,0,0,0,0
"ENSMUSG00000043602",41,19,40,24,25,25
"ENSMUSG00000057135",22,17,30,31,30,23
"ENSMUSG00000020817",1706,1200,1700,1399,1242,1645
"ENSMUSG00000081968",0,1,2,1,0,2
"ENSMUSG00000084139",19,12,23,19,18,19
"ENSMUSG00000040667",682,448,543,493,567,531
"ENSMUSG00000018449",412,237,228,228,307,287
"ENSMUSG00000018446",1695,1063,1539,1301,1360,1313
"ENSMUSG00000040620",493,273,392,490,521,566
"ENSMUSG00000065246",0,0,0,0,0,0
"ENSMUSG00000018442",2880,1913,2383,2780,2700,2967
"ENSMUSG00000040599",698,351,465,469,461,512
"ENSMUSG00000018451",3,1,0,0,1,1
"ENSMUSG00000083171",38,21,24,26,20,31
"ENSMUSG00000082098",0,0,0,0,0,0
"ENSMUSG00000069830",5,2,5,5,9,9
"ENSMUSG00000070390",6,5,10,9,10,13
"ENSMUSG00000077340",0,0,0,0,0,0
"ENSMUSG00000092528",6,2,4,4,0,5
"ENSMUSG00000077632",0,0,0,0,0,0
"ENSMUSG00000085230",0,0,0,0,0,0
"ENSMUSG00000072753",0,0,0,0,0,0
"ENSMUSG00000087116",0,0,0,0,0,0
"ENSMUSG00000085659",0,0,0,0,0,0
"ENSMUSG00000085251",0,0,0,0,0,0
"ENSMUSG00000020811",11,14,8,16,7,18
"ENSMUSG00000077456",0,0,0,0,0,0
"ENSMUSG00000085528",0,0,0,0,0,0
"ENSMUSG00000080577",0,0,0,0,0,0
"ENSMUSG00000040554",0,0,0,0,1,0
"ENSMUSG00000020808",3,3,3,6,8,6
"ENSMUSG00000040543",3,0,2,2,2,2
"ENSMUSG00000020807",65,39,78,48,44,53
"ENSMUSG00000020803",1115,792,987,847,994,990
"ENSMUSG00000020801",76,57,73,62,53,65
"ENSMUSG00000053574",1,1,5,4,4,7
"ENSMUSG00000020805",6,3,18,11,18,8
"ENSMUSG00000086951",0,0,0,0,0,0
"ENSMUSG00000084599",0,0,0,0,0,0
"ENSMUSG00000040483",106,64,71,90,98,95
"ENSMUSG00000070388",0,0,0,0,0,0
"ENSMUSG00000088747",0,0,0,0,0,0
"ENSMUSG00000020799",0,0,0,0,0,0
"ENSMUSG00000045667",8,2,6,6,6,7
"ENSMUSG00000040471",482,307,423,236,277,268
"ENSMUSG00000040463",1078,555,763,901,1061,902
"ENSMUSG00000040447",656,315,750,482,527,481
"ENSMUSG00000020798",2,1,1,1,2,2
"ENSMUSG00000081675",175,104,133,136,111,120
"ENSMUSG00000020794",1390,930,1367,1080,1133,1264
"ENSMUSG00000064567",0,0,0,0,0,0
"ENSMUSG00000092725",0,0,0,0,0,0
"ENSMUSG00000020790",938,502,924,804,675,793
"ENSMUSG00000057778",446,249,380,287,300,290
"ENSMUSG00000055670",1145,507,934,753,704,940
"ENSMUSG00000089224",0,0,0,0,0,0
"ENSMUSG00000084329",905,388,749,586,631,758
"ENSMUSG00000065298",0,0,0,0,0,0
"ENSMUSG00000020788",32,24,27,24,39,32
"ENSMUSG00000020787",2,3,1,1,0,0
"ENSMUSG00000086943",0,0,0,0,0,0
"ENSMUSG00000020785",2,4,5,9,7,10
"ENSMUSG00000020783",330,215,329,268,262,277
"ENSMUSG00000005947",13,11,5,8,15,13
"ENSMUSG00000050107",3,4,16,12,9,5
"ENSMUSG00000005950",2,5,4,4,2,0
"ENSMUSG00000047260",1281,1064,1321,1023,1210,1162
"ENSMUSG00000040158",95,62,64,95,126,101
"ENSMUSG00000005949",371,218,471,374,327,410
"ENSMUSG00000005951",1400,693,1089,1203,1233,1229
"ENSMUSG00000082405",53,40,34,34,45,52
"ENSMUSG00000005952",0,0,0,0,1,0
"ENSMUSG00000043029",3,2,5,2,2,2
"ENSMUSG00000020774",309,233,291,159,156,176
"ENSMUSG00000069825",154,120,92,90,86,117
"ENSMUSG00000062128",0,0,0,0,0,0
"ENSMUSG00000063881",0,0,1,0,0,0
"ENSMUSG00000069824",0,0,0,0,0,0
"ENSMUSG00000069823",0,0,0,0,0,0
"ENSMUSG00000086278",0,0,0,0,0,0
"ENSMUSG00000055971",0,0,0,0,0,0
"ENSMUSG00000084387",1,0,0,0,0,0
"ENSMUSG00000072709",0,0,0,0,0,0
"ENSMUSG00000072708",0,0,0,0,0,0
"ENSMUSG00000069820",0,0,0,0,0,0
"ENSMUSG00000081961",0,0,0,0,0,0
"ENSMUSG00000059470",0,0,0,0,0,0
"ENSMUSG00000060335",0,0,0,0,0,0
"ENSMUSG00000082338",0,0,0,0,0,0
"ENSMUSG00000061246",0,0,0,0,0,0
"ENSMUSG00000060630",0,0,0,0,0,0
"ENSMUSG00000080781",0,0,0,0,0,0
"ENSMUSG00000088811",0,0,0,0,0,0
"ENSMUSG00000081552",284,148,224,146,168,221
"ENSMUSG00000070383",0,0,0,0,0,0
"ENSMUSG00000069818",0,0,0,0,0,0
"ENSMUSG00000070382",0,0,0,0,0,0
"ENSMUSG00000061984",0,0,0,0,0,0
"ENSMUSG00000081698",0,0,0,0,0,0
"ENSMUSG00000064228",0,0,0,0,0,0
"ENSMUSG00000056921",0,0,0,0,0,0
"ENSMUSG00000062186",0,0,0,0,0,0
"ENSMUSG00000086011",0,0,0,0,0,0
"ENSMUSG00000069816",0,0,0,0,0,0
"ENSMUSG00000079875",0,0,0,0,0,0
"ENSMUSG00000057050",0,0,0,0,0,0
"ENSMUSG00000049041",0,0,0,0,0,0
"ENSMUSG00000047444",0,0,0,0,0,0
"ENSMUSG00000085313",0,0,0,0,0,0
"ENSMUSG00000043692",0,0,0,0,0,0
"ENSMUSG00000069476",0,0,0,0,0,0
"ENSMUSG00000081932",1,1,3,2,3,3
"ENSMUSG00000081162",0,0,0,0,0,0
"ENSMUSG00000070380",0,0,0,0,0,0
"ENSMUSG00000070379",0,0,0,0,0,0
"ENSMUSG00000070378",0,0,0,0,0,0
"ENSMUSG00000070377",0,0,0,0,0,0
"ENSMUSG00000083188",0,0,0,0,0,0
"ENSMUSG00000081864",0,0,0,0,0,0
"ENSMUSG00000070375",0,0,0,0,0,0
"ENSMUSG00000081498",0,0,0,0,0,0
"ENSMUSG00000070374",0,0,0,0,0,0
"ENSMUSG00000082378",0,0,0,0,0,0
"ENSMUSG00000083886",0,0,0,0,0,0
"ENSMUSG00000070178",0,0,0,0,0,0
"ENSMUSG00000083299",0,0,0,0,0,0
"ENSMUSG00000063116",0,0,0,0,0,0
"ENSMUSG00000054406",0,0,0,0,0,0
"ENSMUSG00000058275",0,0,0,0,0,0
"ENSMUSG00000038807",14,7,15,22,15,17
"ENSMUSG00000093164",0,0,0,0,0,0
"ENSMUSG00000069814",0,1,1,2,6,2
"ENSMUSG00000020741",7958,4451,5915,4693,5023,5259
"ENSMUSG00000020745",2564,1501,2228,1859,1849,2148
"ENSMUSG00000088889",0,0,0,0,0,0
"ENSMUSG00000081252",0,0,0,0,0,0
"ENSMUSG00000010554",457,251,360,298,319,351
"ENSMUSG00000000282",164,83,314,199,218,231
"ENSMUSG00000038351",333,165,223,195,251,254
"ENSMUSG00000038335",338,190,242,218,239,197
"ENSMUSG00000077493",8,8,1,6,7,10
"ENSMUSG00000077637",4,4,7,3,3,3
"ENSMUSG00000001323",2322,1306,1854,1432,1400,1841
"ENSMUSG00000038290",882,529,694,481,555,652
"ENSMUSG00000088719",0,0,0,0,0,0
"ENSMUSG00000085765",0,0,0,0,0,0
"ENSMUSG00000085738",12,11,20,10,16,11
"ENSMUSG00000082481",188,167,253,156,178,161
"ENSMUSG00000043099",74,23,57,48,67,74
"ENSMUSG00000085609",0,0,0,0,0,0
"ENSMUSG00000065590",0,0,0,0,0,0
"ENSMUSG00000065537",0,0,0,0,0,0
"ENSMUSG00000038268",106,63,78,73,94,70
"ENSMUSG00000078789",297,192,212,222,219,218
"ENSMUSG00000045287",350,205,294,227,341,246
"ENSMUSG00000000751",719,379,613,662,750,648
"ENSMUSG00000018809",92,57,60,81,70,77
"ENSMUSG00000000753",14500,9501,12813,8400,11736,9806
"ENSMUSG00000093393",0,0,0,0,1,2
"ENSMUSG00000093706",0,0,0,0,0,0
"ENSMUSG00000093786",0,0,0,0,0,0
"ENSMUSG00000093466",0,0,0,0,0,0
"ENSMUSG00000093680",0,0,1,0,0,0
"ENSMUSG00000085359",2,1,2,0,1,1
"ENSMUSG00000084224",66,47,55,55,58,51
"ENSMUSG00000038224",18770,11772,15886,9639,14250,10673
"ENSMUSG00000045374",1132,636,1251,716,751,864
"ENSMUSG00000085148",619,538,588,263,475,498
"ENSMUSG00000038217",2972,1688,2284,1695,1293,1362
"ENSMUSG00000065529",0,0,0,0,0,0
"ENSMUSG00000020850",4713,2456,3996,3043,3042,3447
"ENSMUSG00000038195",476,316,444,308,417,402
"ENSMUSG00000038188",191,176,181,110,204,171
"ENSMUSG00000038178",370,215,378,356,351,425
"ENSMUSG00000093100",0,0,0,0,0,0
"ENSMUSG00000017781",1312,796,1090,1257,1364,1392
"ENSMUSG00000085088",1,0,0,1,0,3
"ENSMUSG00000081485",548,425,479,522,409,413
"ENSMUSG00000006127",253,194,233,226,212,242
"ENSMUSG00000017774",837,450,696,1106,1052,1066
"ENSMUSG00000017776",2461,1671,2096,1909,1895,2195
"ENSMUSG00000020849",5358,3476,4438,3940,4714,4655
"ENSMUSG00000086412",0,2,1,0,0,1
"ENSMUSG00000020848",1,1,3,3,1,2
"ENSMUSG00000087059",0,0,0,0,0,0
"ENSMUSG00000020847",41,33,63,69,54,70
"ENSMUSG00000087322",0,0,0,0,0,0
"ENSMUSG00000053783",0,0,0,0,0,0
"ENSMUSG00000020846",32,13,18,16,33,32
"ENSMUSG00000017288",701,465,608,503,667,570
"ENSMUSG00000017286",1238,790,928,940,887,962
"ENSMUSG00000080701",39,30,25,33,40,33
"ENSMUSG00000069808",106,71,86,51,53,65
"ENSMUSG00000049396",1,0,0,1,0,1
"ENSMUSG00000038057",5,7,2,4,2,3
"ENSMUSG00000038046",133,82,114,86,104,99
"ENSMUSG00000020844",44,25,26,50,52,42
"ENSMUSG00000020843",400,214,294,250,238,275
"ENSMUSG00000017631",136,68,133,152,158,171
"ENSMUSG00000080763",81,53,63,46,45,51
"ENSMUSG00000024205",229,186,222,178,158,168
"ENSMUSG00000087499",0,0,0,0,0,0
"ENSMUSG00000044243",0,0,0,0,1,0
"ENSMUSG00000046275",2,1,9,9,10,12
"ENSMUSG00000010392",1099,561,970,816,743,913
"ENSMUSG00000020841",689,329,629,604,586,653
"ENSMUSG00000020839",5,2,2,3,6,12
"ENSMUSG00000020840",1124,631,903,791,933,803
"ENSMUSG00000088913",1,1,0,0,0,0
"ENSMUSG00000020838",4,1,4,4,2,2
"ENSMUSG00000087398",0,0,0,0,0,1
"ENSMUSG00000037958",277,219,239,174,261,231
"ENSMUSG00000077639",0,1,0,0,0,1
"ENSMUSG00000065518",0,0,1,0,0,1
"ENSMUSG00000050944",2,0,0,0,0,2
"ENSMUSG00000082550",33,26,20,33,32,25
"ENSMUSG00000081930",67,46,68,36,47,34
"ENSMUSG00000037926",433,251,488,370,264,428
"ENSMUSG00000077649",0,0,0,0,0,0
"ENSMUSG00000083899",1251,861,1244,630,971,803
"ENSMUSG00000072682",0,0,0,0,0,0
"ENSMUSG00000020836",1,1,2,2,1,1
"ENSMUSG00000037907",51,38,61,63,68,71
"ENSMUSG00000091461",0,0,0,0,0,1
"ENSMUSG00000011877",293,181,264,265,327,375
"ENSMUSG00000044328",42,28,48,36,38,47
"ENSMUSG00000000686",414,180,527,347,305,463
"ENSMUSG00000072673",10,6,4,5,6,10
"ENSMUSG00000017291",1468,721,1236,1138,896,1484
"ENSMUSG00000081451",72,44,60,68,49,51
"ENSMUSG00000082646",24,32,32,26,25,20
"ENSMUSG00000081543",21,5,8,11,17,6
"ENSMUSG00000077442",0,0,0,0,0,0
"ENSMUSG00000037857",780,424,720,550,473,695
"ENSMUSG00000000724",0,0,0,0,0,0
"ENSMUSG00000081924",55,40,57,39,48,38
"ENSMUSG00000000631",1932,1314,2428,1647,1757,1917
"ENSMUSG00000069804",2,2,0,2,0,0
"ENSMUSG00000017453",8020,5206,6101,4389,5161,5277
"ENSMUSG00000055045",0,0,0,0,0,0
"ENSMUSG00000000632",0,0,1,0,0,0
"ENSMUSG00000037791",424,289,395,285,326,369
"ENSMUSG00000087050",0,0,0,0,0,1
"ENSMUSG00000020834",86,54,63,68,74,58
"ENSMUSG00000061981",1115,614,848,1016,1032,1085
"ENSMUSG00000065401",0,0,0,0,0,0
"ENSMUSG00000070065",0,0,0,0,0,0
"ENSMUSG00000020832",333,239,293,222,308,261
"ENSMUSG00000037750",430,254,366,225,298,310
"ENSMUSG00000060727",29,19,42,22,21,16
"ENSMUSG00000017386",716,557,904,655,800,806
"ENSMUSG00000017405",92,65,90,69,84,97
"ENSMUSG00000019437",803,445,550,725,559,805
"ENSMUSG00000058546",159,107,184,108,111,93
"ENSMUSG00000064540",0,0,0,0,0,0
"ENSMUSG00000077625",0,0,0,0,0,0
"ENSMUSG00000065676",1,0,0,0,0,0
"ENSMUSG00000093233",0,0,0,0,0,0
"ENSMUSG00000002059",104,49,52,184,160,132
"ENSMUSG00000044122",132,76,113,79,104,112
"ENSMUSG00000002052",1316,791,1131,877,1053,1060
"ENSMUSG00000002064",861,534,732,599,758,768
"ENSMUSG00000010277",6502,2925,5004,3662,3421,4588
"ENSMUSG00000086586",0,0,0,0,0,0
"ENSMUSG00000037593",3,4,2,0,5,3
"ENSMUSG00000087295",0,0,0,0,0,0
"ENSMUSG00000002055",4,4,5,24,9,6
"ENSMUSG00000017390",334,144,292,222,129,99
"ENSMUSG00000041958",437,207,349,305,282,296
"ENSMUSG00000002058",238,89,112,357,325,341
"ENSMUSG00000002057",0,0,0,0,0,0
"ENSMUSG00000085747",5,4,5,0,0,0
"ENSMUSG00000001095",78,50,102,4,2,2
"ENSMUSG00000086380",0,0,0,0,0,0
"ENSMUSG00000020829",1015,667,981,766,884,827
"ENSMUSG00000050132",10,4,8,5,2,9
"ENSMUSG00000017344",46919,30629,45446,25593,40203,29079
"ENSMUSG00000001103",9,9,11,3,8,0
"ENSMUSG00000051232",197,121,184,188,185,204
"ENSMUSG00000001100",2404,1435,1896,1759,1780,1897
"ENSMUSG00000017615",1054,563,805,936,959,1076
"ENSMUSG00000001105",1063,796,909,805,921,933
"ENSMUSG00000037278",1023,634,939,1011,733,689
"ENSMUSG00000083176",0,0,0,0,0,0
"ENSMUSG00000089184",0,0,0,0,0,0
"ENSMUSG00000017376",290,172,255,240,246,243
"ENSMUSG00000080180",0,0,0,0,0,0
"ENSMUSG00000082110",44,39,36,39,42,47
"ENSMUSG00000085115",0,0,0,0,0,0
"ENSMUSG00000049489",148,96,111,136,156,128
"ENSMUSG00000080600",0,0,0,0,0,0
"ENSMUSG00000088748",0,0,0,0,0,0
"ENSMUSG00000072640",149,87,134,135,109,132
"ENSMUSG00000020826",1,1,1,3,3,1
"ENSMUSG00000001123",12859,7296,10037,10855,12409,11342
"ENSMUSG00000018334",69,44,47,42,57,62
"ENSMUSG00000085941",0,1,0,0,0,0
"ENSMUSG00000081000",0,0,0,0,0,0
"ENSMUSG00000017677",567,299,315,271,347,474
"ENSMUSG00000055072",0,0,0,0,0,0
"ENSMUSG00000020716",647,339,626,536,447,671
"ENSMUSG00000082304",0,0,0,0,0,0
"ENSMUSG00000082529",0,0,0,0,0,0
"ENSMUSG00000091523",0,0,0,1,0,0
"ENSMUSG00000049612",1,0,0,1,0,0
"ENSMUSG00000070354",34,34,50,50,58,54
"ENSMUSG00000078771",20,29,15,40,38,34
"ENSMUSG00000017639",257,182,250,111,100,159
"ENSMUSG00000064486",0,0,0,0,0,0
"ENSMUSG00000087434",0,0,0,0,0,0
"ENSMUSG00000088879",0,0,0,0,0,0
"ENSMUSG00000077574",0,0,0,0,0,0
"ENSMUSG00000086569",0,0,0,0,0,0
"ENSMUSG00000084969",5,1,1,0,0,3
"ENSMUSG00000065395",0,0,0,0,0,0
"ENSMUSG00000065489",1,0,0,0,1,0
"ENSMUSG00000088887",0,0,0,0,0,0
"ENSMUSG00000086474",5,1,5,3,3,2
"ENSMUSG00000065283",0,0,0,0,0,0
"ENSMUSG00000083395",19,8,25,15,18,11
"ENSMUSG00000082252",9,5,8,6,8,5
"ENSMUSG00000035575",1016,639,850,740,765,786
"ENSMUSG00000017548",664,414,602,528,513,670
"ENSMUSG00000086787",0,3,3,0,1,0
"ENSMUSG00000017561",219,164,146,156,154,157
"ENSMUSG00000017550",50,22,33,38,25,47
"ENSMUSG00000046909",272,185,215,159,160,183
"ENSMUSG00000020709",862,373,608,547,431,541
"ENSMUSG00000086507",0,1,1,0,0,2
"ENSMUSG00000020707",287,112,172,121,174,133
"ENSMUSG00000017686",941,618,883,728,767,785
"ENSMUSG00000017692",4,3,4,3,7,3
"ENSMUSG00000057181",633,338,482,401,311,442
"ENSMUSG00000089012",0,0,0,0,0,0
"ENSMUSG00000017421",1665,1115,1050,902,1000,956
"ENSMUSG00000017428",2032,1457,1763,1522,1604,1671
"ENSMUSG00000048895",10,12,14,4,7,11
"ENSMUSG00000035441",476,189,276,444,388,389
"ENSMUSG00000085078",0,1,0,0,1,0
"ENSMUSG00000035413",288,121,187,218,244,222
"ENSMUSG00000081663",9,10,10,4,14,8
"ENSMUSG00000086703",0,0,0,0,0,0
"ENSMUSG00000053184",0,0,0,0,0,0
"ENSMUSG00000020704",0,0,0,0,0,0
"ENSMUSG00000082027",0,0,0,0,0,0
"ENSMUSG00000085130",0,0,0,0,0,0
"ENSMUSG00000086971",0,0,0,0,0,0
"ENSMUSG00000080980",1,0,1,2,1,6
"ENSMUSG00000087534",0,0,0,0,0,0
"ENSMUSG00000020703",0,0,0,0,0,0
"ENSMUSG00000084996",20,9,13,53,38,64
"ENSMUSG00000092157",0,0,0,0,0,0
"ENSMUSG00000035385",13,17,11,34,50,36
"ENSMUSG00000035373",1,3,0,8,14,4
"ENSMUSG00000020676",1,1,0,0,0,1
"ENSMUSG00000035352",0,0,0,1,0,0
"ENSMUSG00000009185",4,1,0,5,3,0
"ENSMUSG00000020702",0,0,0,0,0,0
"ENSMUSG00000020701",56,50,60,56,75,63
"ENSMUSG00000065201",0,0,0,0,0,0
"ENSMUSG00000069796",0,0,0,0,0,0
"ENSMUSG00000020698",22,13,11,10,13,10
"ENSMUSG00000083203",0,0,0,0,0,0
"ENSMUSG00000083371",0,0,2,0,0,0
"ENSMUSG00000081828",0,0,0,0,0,0
"ENSMUSG00000046010",214,181,213,116,151,148
"ENSMUSG00000085175",42,31,28,12,26,28
"ENSMUSG00000020697",549,301,405,352,367,377
"ENSMUSG00000020696",546,405,712,506,492,641
"ENSMUSG00000018841",370,237,311,257,292,306
"ENSMUSG00000018844",2,0,0,3,2,4
"ENSMUSG00000020692",76,38,44,47,36,47
"ENSMUSG00000018845",35,23,34,30,43,34
"ENSMUSG00000086058",0,2,3,1,2,3
"ENSMUSG00000086327",0,0,0,0,0,0
"ENSMUSG00000054404",223,122,240,317,181,313
"ENSMUSG00000082726",1,0,0,1,2,2
"ENSMUSG00000069793",58,39,35,56,35,52
"ENSMUSG00000035208",44,33,30,40,51,44
"ENSMUSG00000082419",403,297,382,250,276,210
"ENSMUSG00000072621",1,2,0,1,2,5
"ENSMUSG00000072620",84,77,81,114,110,69
"ENSMUSG00000078763",4,5,5,14,8,12
"ENSMUSG00000000204",5,2,2,7,7,9
"ENSMUSG00000018986",5,2,4,3,3,6
"ENSMUSG00000087107",35,30,41,45,34,34
"ENSMUSG00000083161",5,7,5,3,5,5
"ENSMUSG00000064856",0,0,2,0,0,0
"ENSMUSG00000082101",0,0,1,0,0,0
"ENSMUSG00000093483",10,6,12,12,13,7
"ENSMUSG00000065715",0,0,1,0,0,1
"ENSMUSG00000018733",337,210,302,265,296,278
"ENSMUSG00000035152",1610,765,1162,1216,1281,1290
"ENSMUSG00000091772",0,0,0,0,0,0
"ENSMUSG00000063910",0,0,0,0,0,0
"ENSMUSG00000077217",0,0,0,0,0,0
"ENSMUSG00000020684",11,5,4,11,2,9
"ENSMUSG00000020686",0,0,0,0,0,0
"ENSMUSG00000035085",1,1,0,2,1,2
"ENSMUSG00000020682",1,3,6,3,6,13
"ENSMUSG00000020680",1439,841,1119,914,1231,1041
